image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1951-05-07,Gerard van Klaveren,Dutch mayor,politician,Dutch mayor,Kingdom of the Netherlands,Gerard,2020-05-07
,1951-05-07,Don Phillips,American politician,politician,Member of the Missouri House of Representatives,United States of America,Don,2020-05-07
,1951-05-07,Bernat Soria,Spanish Health Minister,physician politician university teacher researcher,minister Member of the Congress of Deputies of Spain,Spain,Bernat,2020-05-07
,1951-05-07,Carolyne Roehm,American author and fashion designer,fashion designer socialite,,United States of America,Carolyne,2020-05-07
,1951-05-07,André Coupat,French rower,rower,,France,André,2020-05-07
,1951-05-07,Ragnar Sør Olsen,singer-songwriter (*1951) ♂,singer-songwriter,,,,2020-05-07
,1951-05-07,Meshulam Nahari,Israeli politician,politician Rabbi,Minister without portfolio Knesset member,Israel,Meshulam,2020-05-07
,1951-05-07,Nadine Prévost,French hurdler,athletics competitor,,France,Nadine,2020-05-07
,1951-05-07,Céleste Lett,French politician,politician pensioner,member of the French National Assembly Mayor of Sarreguemines Q65524138 Q66499694,France,Céleste,2020-05-07
,1951-05-07 1951-09-14,Ilir Përnaska,Footballer,association football player,,Albania,,2020-05-07
,1951-05-07,Janina Fialkowska,Canadian pianist,pianist,,Canada,Janina,2020-05-07
,1951-05-07,Michel Désautels,Canadian writer,radio personality writer journalist novelist,,Canada,Michel,2020-05-07
,1951-05-07,Michel Esteban,French businessman and record producer,record producer editor-in-chief businessperson composer,,France,Michel,2020-05-07
,1951-05-07,Thom Hartmann,American journalist,radio personality author journalist writer,,United States of America,Thom,2020-05-07
,1951-05-07,Rick Veitch,American comic artist,comics artist,,United States of America,Rick,2020-05-07
,1951-05-07,Ilya Klebanov,Russian politician,politician,Deputy Chairman of the Government of the Russian Federation,Russia,Ilya,2020-05-07
,1951-05-07,Alain Roy,French athlete (*1951) ♂,athlete,,France,Alain,2020-05-07
,1951-05-07,Reza Hamzaee,economist (*1951) ♂,economist,,,,2020-05-07
,1951-05-07,Dave Phillips,American maze and puzzle designer,puzzle designer,,,Dave,2020-05-07
,1951-05-07,Denis Murray,British journalist,journalist,,United Kingdom,Denis,2020-05-07
,1951-05-07,Eugene Louis Dodaro,Comptroller General of the United States,politician,Comptroller General of the United States,United States of America,Eugene Louis,2020-05-07
,1951-05-07,Gary Westfahl,American academic,literary scholar journalist,,United States of America,Gary,2020-05-07
,1951-05-07,Ann Patricia Bowling,British and Irish sociologist,sociologist,,United Kingdom Ireland,Ann,2020-05-07
,1951-05-07,Devendrappa,"politician from Karnataka, India",politician,Member of the 17th Lok Sabha,India,,2020-05-07
,1951-05-07,Michael T. Gilbert,Comic Book Writer and Artist,cartoonist comics artist,,,Michael,2020-05-07
,1951-05-07,Carl-Eric Vanderborght,Belgian field hockey player,field hockey player,,Belgium,,2020-05-07
,1951-05-07,Bernie Marsden,British musician,guitarist composer songwriter singer record producer,,England,Bernie,2020-05-07
,1951-05-07,Ronald Ringsrud,gemologist,writer,,,Ronald,2020-05-07
,1951-05-07,Marc Bouët,(b. 1951),sailor,,France,Marc,2020-05-07
,1950-05-07,Bernd Tauber,German actor,stage actor film actor television actor,,Germany,Bernd,2020-05-07
,1950-05-07,Kjell Torriset,Norwegian painter,painter,,Norway,Kjell,2020-05-07
,1950-05-07,Mario Notaro,Belgian football manager,association football player association football manager,,Belgium,Mario,2020-05-07
,1950-05-07,John Coates,Australian sports administrator,solicitor chief executive officer jurist entrepreneur,,Australia,John Dowling,2020-05-07
,1950-05-07,Joe Taylor,American football coach,head coach,,United States of America,Joe,2020-05-07
,1950-05-07,Myron S. Cohen,American scientist,researcher,,United States of America,Myron,2020-05-07
,1950-05-07,Josefa Vicent,Uruguayan sprinter,athletics competitor,,Uruguay,Josefa,2020-05-07
,1950-05-07,Moshtaque Ahmad Noori,writer (*1950) ♂,writer,,,,2020-05-07
,1950-05-07,Prairie Prince,American musician,musician,,United States of America,,2020-05-07
,1950-05-07,Fu Lei,Taiwanese actor,film actor television actor,,,,2020-05-07
,1950-05-07,Erroll Bennett,Tahitian footballer,association football player,,France,Erroll,2020-05-07
,1950-05-07,Alexander Zemlianichenko,Russian photojournalist,photographer journalist war photographer,,Soviet Union Russia,Aleksandr,2020-05-07
,1950-05-07,Fritz Rüegsegger,Swiss long-distance runner (*1950) ♂,long-distance runner,,Switzerland,Fritz,2020-05-07
,1950-05-07,Tord Filipsson,Swedish olympic cyclist,sport cyclist,,Sweden,Tord Ingemar,2020-05-07
,1950-05-07,Ian Snook,New Zealand cricketer,cricketer,,New Zealand,Ian,2020-05-07
,1950-05-07,John Gorman,American radio executive,radio personality author,,United States of America,John,2020-05-07
,1950-05-07,Jørgen Thorup,fencer,fencer,,Denmark,Jørgen,2020-05-07
,1950-05-07,Kate Walker,British writer,novelist,,United Kingdom,Catherine Mary,2020-05-07
,1950-05-07,Oscar Raúl Aguad,politician,politician lawyer,member of the Argentine Chamber of Deputies,Argentina,Oscar,2020-05-07
,1950-05-07,Patricia Haddad,American politician,politician teacher,member of the Massachusetts House of Representatives,United States of America,Patricia,2020-05-07
,1950-05-07,Philip Lane,British composer,composer musicologist music arranger,,United Kingdom,Philip,2020-05-07
,1950-05-07,Randy Matthews,American musician,singer singer-songwriter guitarist,,United States of America,Randy,2020-05-07
,1950-05-07,Roger Joslyn,English professional footballer,association football player,,United Kingdom,Roger,2020-05-07
,1950-05-07,Sharon Lovelace Blackburn,United States federal judge,lawyer judge,,United States of America,Sharon,2020-05-07
,1950-05-07,Hon. Seymour Hector Russell Hale Monro,Scottish army officer,,,,,2020-05-07
,1950-05-07,Theo Nüsing,German canoeist,canoeist,,West Germany,Theo,2020-05-07
,1950-05-07,Elisabeth Gürtler,Austrian businesswoman,Diplom-Merchant,,Austria,Elisabeth,2020-05-07
,1950-05-07,Vladko Panayotov,Bulgarian member of the European Parliament,politician chemist university teacher,member of the European Parliament,Bulgaria,,2020-05-07
,1953-12-10,Randall Cobb,American boxer and actor,actor television actor boxer karateka kickboxer film actor,,United States of America,Randall Craig,2020-05-07
,1949-05-07,Haruko Tachiiri,Japanese comics creator,mangaka,,Japan,Haruko,2020-05-07
,1949-05-07,Nicholas Bennett,British politician,politician,Member of the 50th Parliament of the United Kingdom,United Kingdom,Nicholas,2020-05-07
,1951-01-07 1949-05-07,Derek Harker,Canadian former professional ice hockey defenceman,ice hockey player,,Canada,Derek,2020-05-07
,1949-05-07,William Lloyd,Australian tennis player,tennis player,,Australia,William Bill,2020-05-07
,1949-05-07,Lia Roberts,Romanian diplomat,diplomat politician,,United States of America,Lia,2020-05-07
,1949-05-07,Santiago Guerrero Gutiérrez,Mexican politician,politician,Member of the Chamber of Deputies of Mexico,Mexico,Santiago,2020-05-07
,1949-05-07,Alan Winstanley,Bishop of Peru and Bolivia from 1988 to 1993,,,,Alan,2020-05-07
,1950-05-05 1949-05-07,Googoosh,Iranian singer and actor,actor singer,,Iran United States of America,,2020-05-07
,1949-05-07,Kerry Mackay,cricketer,cricketer,,Australia,,2020-05-07
,1949-05-07,Antonio Cuevas,Spanish politician,politician,Member of the Congress of Deputies of Spain,Spain,Antonio,2020-05-07
,1949-05-07,Faouzi Sebabti,Tunisian handball player,handball player,,Tunisia,Faouzi,2020-05-07
,1949-05-07,Marilyn Cole,British model,model Playboy Playmate,,United Kingdom,Marilyn,2020-05-07
,1949-05-07,Elsy Rivas,Colombian sprinter,sprinter,,Colombia,,2020-05-07
,1949-05-07,Penny Yule,British athlete,athletics competitor,,United Kingdom,Penny,2020-05-07
,1949-05-07,Alasdair Whittle,British archaeologist,anthropologist archaeologist,,United Kingdom,Alasdair,2020-05-07
,1949-05-07,Marie-George Buffet,French politician,politician minister,member of the French National Assembly member of the regional council of Île-de-France youth sports minister,France,Marie-George,2020-05-07
,1949-05-07,Deborah Butterfield,American artist,sculptor,,United States of America,Deborah,2020-05-07
,1949-05-07,Del Hall,Canadian ice hockey player,ice hockey player,,Canada,,2020-05-07
,1949-05-07,Pierre Sané,Secretary general of Amnesty International,human rights activist politician,Secretary-General of Amnesty International,Senegal,Pierre,2020-05-07
,1949-05-07,Benny Alba,American artist,painter,,,,2020-05-07
,1949-05-07,Ginny Coppola,American politician,politician,member of the Massachusetts House of Representatives,United States of America,Ginny,2020-05-07
,1949-05-07,Jerzy Dziadkowiec,Polish canoeist,canoeist,,Poland,Jerzy,2020-05-07
,1949-05-07,Jim Braude,American journalist,radio personality television presenter,,United States of America,Jim,2020-05-07
,1949-05-07,Jun Kwang-Woo,South Korean businessman,economist businessperson,,South Korea,Kwang-woo,2020-05-07
,1949-05-07,Kathleen Zellner,American lawyer,lawyer,,United States of America,Kathleen,2020-05-07
,1949-05-07,Tun Kyaw Nyein,Person (*1949) ♂,,,,,2020-05-07
,1949-05-07,Peter Hullah,Bishop of Ramsbury,priest,Bishop of Ramsbury,,Peter,2020-05-07
,1949-05-07,Ted Tucker,ice hockey player,ice hockey player,,Canada,Ted,2020-05-07
,1949-05-07,Robert A. McKee,American politician,politician,member of the Maryland House of Delegates,United States of America,Robert,2020-05-07
,1949-05-07,Stan McGarvey,American football player and coach,coach,,United States of America,Stan,2020-05-07
,1949-05-07,Su Thirunavukkarasar,Indian politician,politician,Member of Rajya Sabha Member of the Tamil Nadu Legislative Assembly Member of the 17th Lok Sabha,India,,2020-05-07
,1949-05-07,Sándor Boros,Hungarian javelin thrower,javelin thrower,,Hungary,Sándor,2020-05-07
,1949-05-07,Walt Hunter,American journalist,journalist,,United States of America,Walt,2020-05-07
,1949-05-07,Florian Gerster,German politician,politician economist university teacher,member of the German Bundestag Member of Landtag of Rhineland-Palatinate,Germany,Florian,2020-05-07
,1948-05-07,Helen Gamboa,"veteran Filipina actress, singer, and former beauty queen",actor singer,,Philippines,Helen,2020-05-07
,1948-05-07,Christian Waber,Swiss politician,politician,Member of the Swiss National Council,Switzerland,Christian,2020-05-07
,1948-05-07,Ramesh Shotham,Indian musician,jazz musician percussionist,,India,Ramesh,2020-05-07
,1948-05-07,Marty Rhone,"Australian singer-songwriter, actor, talent manager",songwriter television actor,,Australia,Marty,2020-05-07
,1948-05-07,Todd Gardenhire,American politician,politician,member of the State Senate of Tennessee member of the Tennessee House of Representatives,United States of America,Todd,2020-05-07
,1948-05-07,Marc Agosta,Luxembourgian athlete,athlete,,Luxembourg,Marc,2020-05-07
,1948-05-07 2000s,Brian Kennett,"Brian Kennett FRS, Professor of Seismology",seismologist,,,Brian Leslie Norman,2020-05-07
,1948-05-07,David Wheadon,Australian rules footballer,Australian rules football player,,Australia,David,2020-05-07
,1948-05-07,Han Tha Myint,Myanma politician,politician,,Myanmar,,2020-05-07
,1948-05-07,Pete Wingfield,English musician,journalist songwriter record producer singer,,United Kingdom,Pete,2020-05-07
,1948-05-07,Traian Cogut,Romanian sports shooter,athlete,,Romania,Traian,2020-05-07
,1948-05-07,Jorge Vizcarrondo,Puerto Rican sprinter,sprinter,,,Jorge,2020-05-07
,1948-05-07,Odette Duriez,French politician,politician private sector employee,member of the French National Assembly member of the Senate of France Q63758845 Mayor of Cambrin,France,Odette,2020-05-07
,1948-05-07,Elsa Fornero,Italian academic and politician,economist university teacher minister politician,Italian Minister of Labour and Social Affairs,Italy,Elsa,2020-05-07
,1948-05-07,Pyotr Valentinovich Trusov,Russian physicist,physicist,,Russia,Pyotr,2020-05-07
,1948-05-07,Diana Kirschner,American psychologist,psychologist,,United States of America,Diana,2020-05-07
,1948-05-07,José Antônio Aparecido Tosi Marques,Archbishop of Fortaleza,Catholic priest,metropolitan bishop Catholic bishop titular bishop auxiliary bishop Catholic archbishop,Brazil,José,2020-05-07
,1948-05-07,Mariann Aalda,"American television, stage and film actress",actor stage actor television actor film actor,,United States of America,Mariann,2020-05-07
,1948-05-07,Marilyn Churley,Canadian politician,politician,member of the Ontario Provincial Parliament,Canada,Marilyn,2020-05-07
,1948-05-07,Megdiin Khoilogdorj,Olympic wrestler,amateur wrestler,,Mongolia,,2020-05-07
,1948-05-07,Michael O. Freeman,American politician,politician,member of the State Senate of Minnesota county attorney,United States of America,Michael Orville,2020-05-07
,1948-05-07,Nityanand Haldipur,Indian singer,musician composer flautist,,India,,2020-05-07
,1948-05-07,Ron Rubin,American bridge player,bridge player,,United States of America,Ron,2020-05-07
,1948-05-07,Valery Streltsov,Belarusian football manager,association football player association football manager,,Belarus,Valery,2020-05-07
,1948-05-07,Wendy Rose,"American anthropologist, poet, painter",anthropologist poet painter writer,,United States of America,Wendy,2020-05-07
,1948-05-07,William Dotzler,American politician,politician,member of the Iowa House of Representatives member of the State Senate of Iowa,United States of America,William,2020-05-07
,1948-05-07,Lluís Llach,"Catalan singer, composer and songwriter",singer-songwriter writer politician record producer political activist,Member of the Parliament of Catalonia chairperson,Spain,Lluís,2020-05-07
,1947-05-07,Mutsuhiko Maeda,Japanese speed skater,speed skater,,Japan,,2020-05-07
,1947-05-07,Martin Brady,Irish politician,politician,Teachta Dála senator of Ireland,Ireland,Martin,2020-05-07
,1947-05-07,Jan Młodzikowski,Polish rower,rower,,Poland,Jan,2020-05-07
,1947-05-07 1947-05-17,Olivier Rolin,French writer,writer novelist journalist non-fiction writer,,France,Olivier,2020-05-07
,1947-05-07,Stepan Wojtko,association football player,association football player,,Soviet Union,Stepan,2020-05-07
,1947-05-07,Eva Ben-Zvi,Israeli soprano,singer,,Israel,Eva,2020-05-07
,1947-05-07,Joe Ford,American musician,jazz musician saxophonist,,United States of America,Joe,2020-05-07
,1947-05-07,Emmanuel Krivine,French conductor,conductor,,France,Emmanuel,2020-05-07
,1947-05-07,Maureen Tranter,British sprinter,sprinter,,United Kingdom,Maureen,2020-05-07
,1947-05-07,Marouf al-Bakhit,Jordanian politician,politician diplomat,ambassador,Jordan,,2020-05-07
,1947-05-07,Numa Sadoul,"French writer, actor, and director",writer theater director stage actor film actor screenwriter,,France,Numa,2020-05-07
,1947-05-07,Stefka Evstatieva,Bulgarian singer,singer opera singer,,Bulgaria,Stefka,2020-05-07
,1947-05-07,Kiyoshi Niwa,Japanese athletics competitor,athletics competitor,,Japan,,2020-05-07
,1947-05-07,Aleksandr Grebnev,Russian footballer,association football player association football manager,,Soviet Union,Aleksandr,2020-05-07
,1947-05-07,Dave Hampton,American football player,American football player,,United States of America,Dave,2020-05-07
,1947-05-07,Hermann Glaser,German canoeist,canoeist,,West Germany,Hermann,2020-05-07
,1947-05-07,Ian McKegney,Canadian ice hockey defenceman,ice hockey player,,Canada,Ian,2020-05-07
,1947-05-07,Ian Troop,businessperson,Canadian football player,,United States of America,Ian,2020-05-07
,1947-05-07,Antonio de la Cruz,Spanish association football player,association football player association football manager,,Spain,Jesús Antonio,2020-05-07
,1947-05-07,Neil O'Keefe,Australian politician,politician school teacher,Member of the Australian House of Representatives,Australia,Neil,2020-05-07
,1947-05-07,Pär Hallström,Swedish lawyer,academic,,Sweden,Pär,2020-05-07
,1947-05-07,Tom Thomson,Canadian judoka,judoka,,Canada,Tom,2020-05-07
,1947-05-07,Arthur Grace,Photojournalist and photographer (*1947) ♂,photojournalist photographer,,,Arthur,2020-05-07
,1947-05-07,Gary Herbert,American politician,real estate broker politician,Governor of Utah Lieutenant Governor of Utah,United States of America,Gary Richard,2020-05-07
,1946-05-07,Carmen Thomas,"German television presenter, journalist and radio host",television presenter journalist radio personality,,Germany,Carmen,2020-05-07
,1946-05-07,Alan Grieco,cyclist,sport cyclist,,United States of America,Alan,2020-05-07
,1946-05-07,Marek Lieberberg,music promoter,music promoter,,Germany,Marek,2020-05-07
,1946-05-07,Michael Rosen,British children's writer,writer children's writer YouTuber novelist author poet,,United Kingdom,Michael,2020-05-07
,1946-05-07,Norman McKenzie,New Zealand cricketer,cricketer,,New Zealand,Norman,2020-05-07
,1946-05-07,Thelma Houston,American singer and actor,singer-songwriter composer actor musician singer television actor film actor,,United States of America,Thelma,2020-05-07
,1946-05-07,Barry Wakelin,Australian politician,politician farmer businessperson,Member of the Australian House of Representatives,Australia,Barry,2020-05-07
,1946-05-07,Bill Danoff,American singer-songwriter,singer songwriter,,United States of America,Bill,2020-05-07
,1946-05-07,Bob LePage,Canadian ice hockey player,ice hockey player,,Canada,Bob,2020-05-07
,1946-05-07,Brian Turner,English television chef,chef television presenter,,United Kingdom,Brian,2020-05-07
,1946-05-07,Sergio Cortopassi,Italian politician,politician,mayor of Pisa,Italy,Sergio,2020-05-07
,1946-05-07,Jim Corrigall,Player of American and Canadian football,Canadian football player,,Canada,Jim,2020-05-07
,1946-05-07,Ken Koblun,Canadian musician,musician,,Canada,Ken,2020-05-07
,1946-05-07,Marián Čalfa,Czech lawyer,politician lawyer,member of the Federal Assembly of Czechoslovakia,Czechoslovakia,Marián,2020-05-07
,1946-05-07,Philip Charles MacKenzie,American actor and director,actor television actor television director,,United States of America,Philip,2020-05-07
,1946-05-07,Raymond Lesniak,American politician,lawyer politician,member of the New Jersey General Assembly member of the State Senate of New Jersey,United States of America,Raymond,2020-05-07
,1946-05-07,Sergei M. Plekhanov,Russian political scientist,political scientist writer,,,Sergey,2020-05-07
,1946 1946-05-07,Tolu Ajayi,"Poet, writer",physician poet,,Nigeria,,2020-05-07
,1946-05-07,Wayne Walsh,Australian rules footballer,Australian rules football player,,,Wayne,2020-05-07
,1946-05-07,Bill Kreutzmann,American musician,musician drummer,,United States of America,Bill,2020-05-07
,1946-05-07,Vladimir Bortko,"Soviet and Russian film director, screenwriter and producer",film director screenwriter politician television producer television director film actor producer theater director film producer,member of the State Duma,Soviet Union Russia,Vladimir,2020-05-07
,1945-05-07,Robin Strasser,American actress,actor stage actor television actor,,United States of America,Robin,2020-05-07
,1945-05-07,Christy Moore,"Irish folk singer, songwriter, and guitarist",singer songwriter musician guitarist,,Ireland,Christy,2020-05-07
,1945-05-07,Spencer Wilshire,"Welsh sportsman, former Welsh international lawn and indoor bowler",bowls player,,United Kingdom,,2020-05-07
,1945-05-07,Abdullah Mahmud Hendropriyono,Indonesian military person and politician,civil servant,,Indonesia,A.,2020-05-07
,1945-05-07,Billy Davis,"US-American politician , member of the State Senate of Arizona (*1945) ♂",politician,member of the State Senate of Arizona,United States of America,Billy,2020-05-07
,1945-05-07,Bu-Buakei Jabbi,Sierra Leonean politician,politician,,Sierra Leone,,2020-05-07
,1945-05-07,Clifford Crouch,American politician,politician,member of the New York State Assembly,United States of America,Clifford,2020-05-07
,1945-05-07,Dewey Warren,American football player,American football player,,United States of America,,2020-05-07
,1945-05-07,Don Bowen,Member of South Carolina House of Representatives,politician,member of the South Carolina House of Representatives,United States of America,Don,2020-05-07
,1945-05-07,Francisco da Silva,fencer,fencer,,Portugal,Francisco,2020-05-07
,1945-05-07,Antoinette Sassou Nguesso,First Ladie of the Republic of the Congo,politician school teacher,First Lady of the Republic of the Congo,Republic of the Congo,Antoinette,2020-05-07
,1945-05-07,Trent Kittleman,"politician , member of the Maryland House of Delegates (*1945) ♂",politician,member of the Maryland House of Delegates,,,2020-05-07
,1945-05-07,Ewert Ljusberg,Swedish musician and television presenter (*1945) ♂,musician television presenter,,Sweden,,2020-05-07
,1945-05-07,Susan Denham,Chief Justice of Ireland,judge chairperson lawyer,Chief Justice of Ireland,Ireland,Susan Mary,2020-05-07
,1945-05-07,Urmila Pawar,writer,historian writer,,,,2020-05-07
,1944-05-07,István Kovács,Hungarian actor,actor,,Hungary,István,2020-05-07
,1944-05-07,Paul Jacques Marie Desfarges,Algerian bishop,Catholic priest,Catholic bishop diocesan bishop Catholic archbishop,France,Paul,2020-05-07
,1944-05-07,Janet Howell,Virginia Democrat politician,politician,member of the State Senate of Virginia,United States of America,Janet,2020-05-07
,1944-05-07,Richard O'Sullivan,British comedy actor,stage actor film actor television actor,,United Kingdom,Richard,2020-05-07
,1944-05-07,Sabina Higgins,"Irish actress, wife of 9th Irish President",actor,,Ireland,Sabina,2020-05-07
,1944-05-07,John Steele Gordon,American writer,writer,,United States of America,John Steele,2020-05-07
,1944-05-07,Antoine Danchin,French geneticist,biologist bioinformatician geneticist,Director of Research at CNRS,France,Antoine,2020-05-07
,1944-05-07,Alison Bauld,Australian composer,writer composer music pedagogue,,Australia,Alison,2020-05-07
,1944-05-07,Billy Murphy,American baseball player,baseball player,,United States of America,Billy,2020-05-07
,1944-05-07,Dy Saveth,Cambodian actress,actor,,Cambodia,,2020-05-07
,1944-05-07,László Gula,Hungarian boxer,athlete,,,,2020-05-07
,1944-05-07,Karl Pregl,Austrian ice hockey player,ice hockey player,,Austria,,2020-05-07
,1944-05-07,John Galley,professional footballer,association football player,,United Kingdom,John,2020-05-07
,1944-05-07,Teodoras Četrauskas,writer and translator,linguist translator,,Lithuania,Teodoras,2020-05-07
,1944-06-07,Konrad Zdarsa,Catholic bishop,writer Catholic priest theologian,Catholic bishop diocesan bishop,Germany,Konrad,2020-05-07
,1943-05-07,Erv Kanemoto,American motorcycle mechanic,mechanic businessperson,,United States of America,,2020-05-07
,1943-05-07,Terry Allen,American conceptual artist and musician,singer painter artist musician songwriter illustrator,,United States of America,Terry,2020-05-07
,1943-05-07,Steve Rabson,historian (*1943) ♂,historian,,,Steve,2020-05-07
,1943-05-07,Ned Dameron,artist,contemporary artist,,,Ned,2020-05-07
,1943-05-07,Walls McCrary,American politician,politician,Member of the Arkansas House of Representatives,United States of America,,2020-05-07
,1943-05-07,Noureddine Aman Hassan,Chadian boxer,boxer,,Chad,,2020-05-07
,1943-05-07,John Rogers,Australian cricketer born 1943,cricketer,,Australia,John,2020-05-07
,1943-05-07,Peter Carey,Australian novelist,writer novelist screenwriter university teacher children's writer,,Australia,Peter,2020-05-07
,1943-05-07,Paolo Martin,Italian automobile designer,designer,,Italy,Paolo,2020-05-07
,1943-05-07,Finn Wiberg,Danish footballer,association football player,,Denmark,Finn,2020-05-07
,1943-05-07,Fränzi Schmidt,Swiss figure skater,figure skater,,Switzerland,Fränzi,2020-05-07
,1943-05-07,Harvey Andrews,"English singer, songwriter, and poet",singer,,United Kingdom,Harvey,2020-05-07
,1943-05-07,Joe Jackson,American football defensive end,American football player,,United States of America,Joe,2020-05-07
,1943-05-07,John Douglas,Australian fencer,fencer,,Australia,John,2020-05-07
,1943-05-07,Keith Jenkins,British historian,historian,,,Keith,2020-05-07
,1943-05-07,Mimi Alford,American author,writer,,United States of America,Mimi,2020-05-07
,1943-05-07 1943-07-05,Teun A. van Dijk,Dutch linguist,linguist professor sociologist,,Kingdom of the Netherlands,Teun,2020-05-07
,1943-05-07,Jim Craig,Scottish footballer and manager,association football player association football manager,,United Kingdom,Jim,2020-05-07
,1943-05-07 1943,Tadeusz Myslowski,Polish artist,artist printmaker,,Poland United States of America,Tadeusz,2020-05-07
,1943-05-07,Tom Lubensky,American physicist,physicist university teacher,,United States of America,Tom,2020-05-07
,1943-05-07,Vincent Fang,Hong Kong politician,justice of the peace entrepreneur,justice of the peace,,Vincent,2020-05-07
,1942-05-07,Gerhard Polt,German actor and filmmaker,comedian film director screenwriter voice actor writer film actor,,Germany,Gerhard,2020-05-07
,1942-05-27 1942-05-07,Max Velmans,British psychologist,psychologist university teacher,,United Kingdom,Max,2020-05-07
,1942-05-07,Andy Montañez,Puerto Rican musician,musician singer,,Puerto Rico,Andrés,2020-05-07
,1942-05-07,Stan Gustafson,American lawyer and politician,lawyer politician,member of the Iowa House of Representatives,United States of America,Stan,2020-05-07
,1942-05-07,Robert L. Selman,American educational psychologist and perspective-taking theorist,psychologist,,United States of America,Robert,2020-05-07
,1942-05-07,Jean-Paul Alduy,French politician,politician,Mayor of Perpignan member of the Senate of France municipal councillor general councillor of Pyrénées-Orientales president,France,Jean-Paul,2020-05-07
,1942-05-07,Bob Weiss,American basketball player and coach,basketball player basketball coach,,United States of America,Robert,2020-05-07
,1942-05-07,Raúl Dome,Venezuelan sprinter,sprinter,,Venezuela,,2020-05-07
,1942-05-07,David Demaine,Footballer,association football player,,United Kingdom,David,2020-05-07
,1942-05-07,Elliot Koffman,computer scientist,mathematician computer scientist,,United States of America,Elliot,2020-05-07
,1942-05-07,Maurice Vaïsse,French historian,university teacher historian,,France,Maurice,2020-05-07
,1942-05-07,Christer Ulfbåge,Swedish sports journalist,journalist television presenter,,Sweden,Christer,2020-05-07
,1942-05-07,John Flavin,American baseball player,baseball player,,United States of America,John,2020-05-07
,1942-05-07,Maria Chaput,Canadian politician,politician,member of the Senate of Canada,Canada,Maria,2020-05-07
,1942-05-07,Lyubomir Runtov,Water polo player (*1942) ♂,water polo player,,,,2020-05-07
,1942-05-07,Francisco Javier Errázuriz Talavera,Chilean politician,politician businessperson,senator of Chile,Chile,Francisco Francisco Javier,2020-05-07
,1942-05-07,Alan Ashton,American businessman,computer scientist university teacher businessperson,,United States of America,Alan,2020-05-07
,1941-05-07,Lee de Broux,actor,actor television actor,,United States of America,Lee,2020-05-07
,1941-05-07,"Lawrence Collins, Baron Collins of Mapesbury",British judge,politician judge,Justice of the Supreme Court of the United Kingdom Lords of Appeal in Ordinary Lord Justice of Appeal High Court judge Member of the House of Lords Member of the Privy Council of the United Kingdom,United Kingdom,Lawrence,2020-05-07
,1941-05-07,Euclides Pereira,BJJ practitioner,mixed martial artist,,Brazil,Euclides,2020-05-07
,1941-05-07,Bill Warner,Anerican critic of Islam and former physics professor,writer physicist mathematician conspiracy theorist teacher,,United States of America,Bill,2020-05-07
,1941-05-07,Fernando Bernal,Person (*1941) ♂,,,,Fernando,2020-05-07
,1941-05-07,Gilbert Mathon,French politician,politician,member of the French National Assembly Q65466405 Q66499575,France,Gilbert,2020-05-07
,1941-05-07,Pashupati Shamsher Jang Bahadur Rana,Nepalese politician,politician,,Nepal,,2020-05-07
,1941-05-07,Karen Gevorkian,Soviet film director,film director screenwriter,,Soviet Union Armenia Russia,Karen Karen,2020-05-07
,1941-05-07,Kama Ginkas,Russian theatre director,theater director,,Soviet Union Russia,,2020-05-07
,1941-05-07,Ioannis Virvilis,Greek athletics competitor,athletics competitor,,Greece,,2020-05-07
,1941-05-07,Buzzie Reutimann,American racing driver,racing driver,,United States of America,,2020-05-07
,1941-05-07,Marita Aeschbacher,Swiss equestrian,Olympic athlete,,Switzerland,,2020-05-07
,1941-05-07,David Marshall,British politician,politician,Member of the 54th Parliament of the United Kingdom Member of the 53rd Parliament of the United Kingdom Member of the 52nd Parliament of the United Kingdom Member of the 51st Parliament of the United Kingdom Member of the 50th Parliament of the United Kingdom Member of the 49th Parliament of the United Kingdom Member of the 48th Parliament of the United Kingdom Substitute of the Parliamentary Assembly of the Council of Europe,United Kingdom,David,2020-05-07
,1941-05-07,Grahame Bilby,New Zealand association footballer,association football player cricketer,,New Zealand,Grahame,2020-05-07
,1941-05-07,Kinichi Hagimoto,"Japanese comedian, talent, presenter (1941-)",seiyū singer comedian owarai tarento impresario tarento broadcast writer baseball manager,,Japan,,2020-05-07
,1941-05-07,Kazuo Matsuda,Japanese ice hockey player,ice hockey player,,Japan,,2020-05-07
,1941-05-07,Mette Kongshem,Norwegian diplomat,politician diplomat,State Secretary,Norway Turkmenistan,Mette,2020-05-07
,1941-05-07,Mohammed Magoro,Nigerian politician,politician,member of the Senate of Nigeria,Nigeria,Mohammed,2020-05-07
,1941-05-07,John Richard Parsons,English writer and artist,artist,,,John,2020-05-07
,1941-05-07,Walter Kaminsky,German chemist,chemist university teacher,,Germany,Walter,2020-05-07
,1940-05-07,John Irvin,born 1940; English film director,film director television director,,United Kingdom,John,2020-05-07
,1940-05-07,Chris Saunders,cricketer,cricketer,,United Kingdom,Chris,2020-05-07
,1940-05-07,Michael Allen Fox,philosopher (*1940) ♂,philosopher,,,Michael,2020-05-07
,1940-05-07,Dave Chambers,Canadian ice hockey coach,ice hockey coach,,Canada,Dave,2020-05-07
,1940-05-07,Jerry Harkness,American basketball player,basketball player,,United States of America,Jerry,2020-05-07
